segment_id,t_start,t_end,dur_s,whisper_fr,xlsr_fr,whisper_en_per_seg,whisper_en_cont,xlsr_en
seg_0722,2613.44,2624.44,11.0,"Je trouve qu'ils vivent énormément en groupe, moi, c'est ce qui m'a remarqué dans cette génération-là, c'est qu'ils vivent entre eux, et je trouve qu'au collège aussi, beaucoup les uns chez les autres...",je troufve qui vivet énormément en groupe moi cie ce qui m'aura marqué dans cete génération-là ces qui vivt entreuxrouve que voilà au colège ausi beaucoup des uns chez les auts,"I think they live a lot in groups. That's what I noticed in this generation, they live among themselves. I think that in schools too, many of them are among themselves.","But I do not find them inciviles, no, I find that they could even revolt ... I find that they live enormously in groups, that's what I noticed in this generation, is that they live among themselves, I find that in college too, many of them are among each other ...","I find that they live enormously in this group, that’s what I noticed in this generation, that they are living between each other in this college, and I also find that, in fact, there are many of them in the one at the waterfront."
seg_0723,2625-04-01 00:00:00,2626.44,2026-04-01 00:00:00,Et solidaires entre eux...,moi,,"I find that they live enormously in groups, that's what I noticed in this generation, is that they live among themselves, I find that in college too, many of them are among each other ... And they are solitary among themselves ...",Me alone.
seg_0724,2627.28,2630.44,3.16,"Ouais, l'impression actuellement des adultes quand même, c'est...",impresion que le monde des adulte quand même cest,The impression of the adults is...,"Yes, the impression of the adults is still ...","Believe it or not, the world of adults is still full of adults."
seg_0725,2631-01-01 00:00:00,2632.44,1.34,Mais pas politiques ?,nes pas politique,but not political.,But not political?,Political parties.
seg_0726,2634-04-01 00:00:00,2635-04-01 00:00:00,1.0,"Non, non...",dansnon,No.,"No, no ...","no no no. no no No no no nothing no no non no no not no noNo no no yes no no... no nono no no... no no — no nodon no no? no no SIN no no, no no NON no no Non no no one no no NO no no nei no no without no no negative no no sir no no Nil no no don no no ANO no no sin no no “ no no Sin no nosine no nonon no no nay no no sino no no Sinn no no Don no no say no no Sir no no si no no good no no sans no no right no no sense no no Nein no no des no no Nathan no no sele no no Minu no no ni no nosir no no señor no no to no no Chin no no Nei no noSIN no no Nos no no BN no no sine no no answer no no Uno no no n no nosent no no! no no DNS no no SI no no CN no no sina no nosyk no no Negativ no nonom no no NBC no nodno no no Nothing no no indeed no no Sino no no Absolut no no Yes no no”“ no no Sinne no noones no no fir no noNon no no dl no no Nintendo no no答 no no Nin no no réponse no noDon no no Arne no no NS no no nr no nomine no noable no no un no no Chine no noсно no no Norden no no Num no no well no no why no no it no no gun no no of no no SEN no notone no no negro no no course no no come no no NOR no nobar no no Brin no noBan no no Nouveau no no Una no no interno no no money no nonine no no CNN no no SUN no no Indien no nouna no noname no no Answer no no odpověd no noANS no no signo no no nome no nopor no noanno no no veni no no cine no no MSN no no Vin no no dés no notón no noUna no no科 no no Bona no no Kid no no gentil no no NB no no sure no no go no no Donna no noyon no no nam no no SRI no no Danske no no Cosa no no dice no no Rien no no Nils no no Einstein no no nah no no mina no no son no no ответ no noano no noone no no sais no no sen no noIndi no no PIN no noVIN no no sec no no God no no Unidas no no sé no no tone no no then no"
seg_0727,2635-04-01 00:00:00,2637-09-01 00:00:00,2.86,Ils se politisent ou pas ?,al ce quolikie ou parte,Yes. The marriage?? Your Mexican community?,"Do they politicize themselves or not? No, they do all the maneuvers, they have always done, they have blocked their high school and everything, so if we call it politicizing, yes, I prefer that ...",Are they collecting or not?
seg_0728,2637-09-01 00:00:00,2645.0,2026-01-07 00:00:00,"Non, elles font toutes les manives, elles l'ont toujours fait, elles ont bloqué leur lycée et tout, alors si on appelle ça se politiser, oui, je préfère ça que...",non eles font toutes les manifes eles lont toujours fait es ont bloqué leurs lycées tout alors si on apele ça ce politiser oui je préfère ça que,"They do all the manoeuvres, they always did, they blocked their high school. So if we call that politicizing, yes, I prefer that...","No, they do all the maneuvers, they have always done, they have blocked their high school and everything, so if we call it politicizing, yes, I prefer that ... Ah no, I'm going to go back, I'm going to go to work, I prefer that anyway ...","No, they are doing all the magic, they’re still doing the maths, they have blocked their high school, everything is blocked, so if we call their high-school to block its politicized, yes, that’s what? That’s how it’s done."
seg_0729,2645.0,2648-09-01 00:00:00,2026-09-03 00:00:00,"Ah non, je vais rentrer, je vais aller travailler, je préfère ça quand même...",un ae jeu rentrai duit aler travailer je préfère ça quand même,I prefer to go home and work.,"Ah no, I'm going to go back, I'm going to go to work, I prefer that anyway ...","Well, I’m going to come back and work on them, I still prefer that."
seg_0730,2649.92,2653-04-01 00:00:00,3.48,"Mais au-delà, non...",mais au-de là au delà non,"But beyond that, no.","But beyond, beyond, no, no, but I think they will be, if tomorrow, there is a need to be ...",But beyond... or beyond... no?
seg_0731,2653-04-01 00:00:00,2656.98,3.58,"Non, mais je pense qu'elles seront aussi demain, voilà, il y a besoin d'être...",non mais je pense qu'eles seront ici demain voilà y a besoin dêtrereux,"No, but I think they will be if tomorrow... There is a need to be...","But beyond, beyond, no, no, but I think they will be, if tomorrow, there is a need to be ... They will mobilize, I think they will have nothing to lose and they will mobilize anyway ...","No, no, but, but.. Well, I think, it will be here tomorrow, tomorrow, there is a need to be, well, first of all, at first of AF AF AFFA.. Then, why not? Well, then, well... First of all."
seg_0732,2656.98,2662-03-01 00:00:00,5.32,"Enfin, elles se mobiliseront, je pense qu'elles auront rien à perdre et qu'elles se mobiliseront quand même...",se mobiliseront je penses que caserons rien à pere et que se mobiliseront quand même,"They will mobilize themselves, I think they will have nothing to lose and they will mobilize themselves anyway.","They will mobilize, I think they will have nothing to lose and they will mobilize anyway ...","They will be mobilized, they will move, I think they’ll have nothing to lose and they will still be mobilised, but they will become mobilized."
seg_0733,2662-03-01 00:00:00,2671.94,9.64,"Alors, pourtant, il y a une tradition de syndicalisme dans leur famille, ce mari, peut-être pas vous ?",ourtantny a pas asci ane tradition syndicalisme dans leur famile enen arie peut-être pas vous,"However, there is a tradition of sanicalism in their families. Maybe not you?","But if there is a tradition of unionism in their families, maybe not you?","There’s, well, if there’s a unionistic tradition in their family? — Harry, maybe not you?"
seg_0734,2671.94,2674-03-01 00:00:00,2.36,"Non, pas moi, non...",non pas mois mon,"No, not me.","No, not me, no ...","No, no, no."
seg_0735,2676.54,2677.46,0.92,Mais pas...,a a,,But not ...,It’s cold.
seg_0736,2677.46,2688-12-01 00:00:00,10.66,"Pas plus, pas d'engagement politique, les verts, il y a eu la première déterne, les attaques, tout ça, c'est tout, mais...",pas plus pas d'engagement politique levere ie lapté brunan en est à norac tout sasé set un tou eon,,"But not ... No more, no more political commitment ... The green, there was the fear of the green, the attacks, all that, it's over ...","Yes, no, not politically committed, not at all? All this was fine."
seg_0737,2688-12-01 00:00:00,2692-12-01 00:00:00,4.0,"Non, elles, non, certaines de leurs copines, peut-être plus...",non el non certaines de leurs popines peut-être plus,"No, they don't. Their girlfriends maybe more.","No, they, no, their friends, maybe more ... And is the municipality, first of all, is it of any interest to you, the political battles in Paris, the left, the left of Delanoé, such as Paris, is this policy there, do you see something about the neighborhood, in bien, en mal?","No, she doesn’t, during some of their cups, maybe more."
seg_0738,2694-06-01 00:00:00,2709.62,15.56,"Et est-ce que la municipalité, d'abord, est-ce que ça a un intérêt quelconque pour vous, les batailles politiques de Paris, la gauche de l'anneau est-elle de Paris ?",est-ce que municipalité est dabord est-ceqest-ceque ça un intérêt quelconque pour vous les batailes politiques de paris le là-gauche àla guche de laneaue tele de pari,Is the municipality interested in the Paris political battles? The left of the Dauais is part of Paris.,"And is the municipality, first of all, is it of any interest to you, the political battles in Paris, the left, the left of Delanoé, such as Paris, is this policy there, do you see something about the neighborhood, in bien, en mal?","First, is it the municipality? The Municipality? First of all, does it have any interest for you, the political battles in Paris, the left-left, left-right, the Left-to-the-politics, the right-of-le......... the left hand, the throat, the head of the party’s head and the left side of the dancer’s mouth?"
seg_0739,2709.62,2715.42,2026-08-05 00:00:00,"Est-ce que cette politique-là, vous envoyez quelque chose sur le quartier, non bien en bas ?",tce que cete politique là vous envoyez quelque chose sur les quartiers en bien en-mâle,Do you see anything in this political arena in the neighbourhood of Bien-Romain?,"And is the municipality, first of all, is it of any interest to you, the political battles in Paris, the left, the left of Delanoé, such as Paris, is this policy there, do you see something about the neighborhood, in bien, en mal? No, it's true that I have trouble connecting, no, no, there is a policy of Delanoé with the 11th or ...","Is this policy sending you something on the neighborhood, not bad at all?"
seg_0740,2715.42,2718-07-01 00:00:00,3.28,"Non, c'est vrai que j'ai du mal à relier, non...",non l ast vain que jai du mal à rolier non,"No, it's true that I have trouble to connect.","No, it's true that I have trouble connecting, no, no, there is a policy of Delanoé with the 11th or ...","No, it is true that I have trouble connecting. No?"
seg_0741,2718-07-01 00:00:00,2723.42,4.72,"Non, là, une politique de Delanoé avec le 11e ou...",an el a une politique de dena-noë avec le onzième ou,We had a policy of Delanoé with the Eleventh...,"No, it's true that I have trouble connecting, no, no, there is a policy of Delanoé with the 11th or ...","There is a policy of the Christmas with the eleventh, or..."
seg_0742,2724-04-01 00:00:00,2725.56,1.52,Le 11e qui est à gauche ?,joue onciene quite à gauche,The other one is on the left.,"The 11th who is on the left? Yes, yes, yes, yes ...",The lion is on the left.
seg_0743,2725.56,2727.54,1.98,"Oui, oui, oui...",oui mohème a mamay,"Yes? Yeah, yeah, yeah...","Yes, yes, yes, yes ...","Yes, yes."
seg_0744,2730.72,2739.42,2026-07-08 00:00:00,"Non, je ne sais pas vraiment le lien entre ce qu'il fait et ce qu'il se passe...",nojevais pavraiment le lien entre ce qui fait et ce qui se pase,No. I don't really have a link between what's happening and what's happening.,"No, I don't really have the link between what is done and what is happening ... No ...","No, I don’t really want the link between what is done and what is not done."
seg_0745,2740.18,2755-07-01 00:00:00,15.52,"Au fond, tout ce que vous avez dit sur le changement de population, la difficulté à maintenir la population, ça donne l'impression d'une municipalité assez impuissante, qui accompagne...",au font tout ce que vous avez dit sur le changement de population le dificultés à à mainter la population ça done limpresion dune municipalité asez impuisante qui acompagne,"In fact, everything you said about the change of population, the difficulty of the population, it gives the impression of a rather powerless municipality, which accompanies...","No ... In fact, everything you said about the change of population, the difficulty of the population, it gives the impression of a municipality quite powerless, which accompanies ...","In the end, everything you have said about the population’s change, the maintenance of the population, a municipality that is quite difficult to maintain, and which goes with it."
seg_0746,2755-07-01 00:00:00,2757.26,1.56,"Oui, je pense que...",apage oui je pense que n nou,"n° à spreads yes, enjoy","Yes, I think ... Yes, yes, well, more and more people are getting rid of Paris anyway, well, after ...","Yes, I think that we are."
seg_0747,2757.26,2765-02-01 00:00:00,7.94,"Oui, oui, enfin de plus en plus de gens se font virer de Paris, quand même, enfin, voilà, après...",us be enfin de plus en plus de gens se font rin se font virere paris quand même enfin voilà après,"Yes, more and more people are getting fired from Paris.","Yes, yes, well, more and more people are getting rid of Paris anyway, well, after ...","Well, more and more people are doing it. Well, it’s Viret-de-Paris anyway, after all, even after everything, after everything."
seg_0748,2765-02-01 00:00:00,2768.86,3.66,"Il y a de moins en moins, quand même, moi, je trouve, de mixité dans Paris.",l y a de moins en moins quand même oi je trouve de mixité hein dans paris,"There is less and less, I find, of mixed feelings in Paris.","There is less and less, I find, of mixed feelings in Paris ...","Wow! There is, less or more, even me, I find myself mixed mixed in Paris, in Paris."
seg_0749,2770-01-01 00:00:00,2779.34,9.24,"Surtout dans le 11e, c'est vrai que le 20e est encore un peu différent, parce qu'il y a plus de logements sociaux, et nous, les logements sociaux à Paris, on ne voit pas beaucoup.",surtout dans le onzième ce rècle vingtième et encore encore un peu diférente qui a plus de logements sociaux et nous les logements sociaux afchineon,"Especially in the 11th, it's true that the 20th is still a little different because there are more social housing and we social housing in Paris, we don't see much.","There is less and less, I find, of mixed feelings in Paris ... Especially in the 11th, it's true that the 20th is still a little different, because there are more social housing, and we social housing in Paris ... There are committees, always committees, but it's not committees, assemblies of neighborhoods ...","Especially in the eleventh, it’s just the twentieth one is a little bit more different and social housing is even a bit different, because there are more social housings and we, the social housing stores in Paris, are already social housing in Paris. Well, you can see that in many ways, especially in the twelfth."
seg_0750,2779.36,2784-05-01 00:00:00,5.14,"Il y a des comités, toujours comités, mais ce n'est pas comités, des assemblées de quartier ?",toujours colone té nicipal comuniqué des asemblées de unquartier,,"There are committees, always committees, but it's not committees, assemblies of neighborhoods ... No, not at all ...","I’m still on the committee, but it’s not the Committee, the assemblies, the neighborhoods."
seg_0751,2784-05-01 00:00:00,2785.94,1.44,"Oui, non, du tout.",ouhe non du tout,Not at all.,"No, not at all ...","No, not at all."
seg_0752,2786-04-01 00:00:00,2787-05-01 00:00:00,2026-01-01 00:00:00,Donc vous ne savez pas non plus...,ne vous savez pas de replus,I'll go out first.,"No, not at all ... So you don't know either ...","Well, you don’t nei nei nei Nei nei neither anymore."
seg_0753,2788-08-01 00:00:00,2789.54,1.46,Ce qui s'y passe ou non ?,-ce qui sy pase ou non,What happens or not.,So you don't know either ... What's going on or not ...,What’s going on or not?
seg_0754,2789.54,2790.66,2026-12-01 00:00:00,Ce qui s'y passe.,le tri si pase,together they will,What's going on or not ...,This is very cool.
seg_0755,2790.66,2791.0,0.34,Non.,non,No.,,no.
seg_0756,2791.98,2796-07-01 00:00:00,4.72,Par manque de temps ou par déenchantement ?,ar manque de ton par des enchantements,"by lack of tone, by disenchantment...","No ... By lack of time, by disenchantment ...","For lack of time, for misfortunes."
seg_0757,2796-07-01 00:00:00,2799.96,3.26,"Non, mais tout ce qui est collectif, moi, c'est... Vous voyez, on...",onmais tout ce quest colectif moi cest voyez en,"All that is collective, you see...","No, but everything that is collective, you see, it's ...","But all that is collective, me, it’s collective, see, and I’m doing it."
seg_0758,2801.18,2806-05-01 00:00:00,5.32,"Non, ça, je ne me vois pas du tout...",e non sange je je me vois pas du tout,"And... No, I don't see myself at all.","No, but everything that is collective, you see, it's ... No, I don't see myself at all ...","No, I don’t see myself in any way."
seg_0759,2809.82,2810.52,0.7,Non ?,non,No?,"No, collective discussion and everything, no, I'm not sleeping, no, no, I don't really have that nature, it's ...","No, you."
seg_0760,2810.52,2812-09-01 00:00:00,2.38,"Non, discussion collective et tout, non, ça...",discusion colective et tout mence amouresal,collective discussions and all that.,"No, collective discussion and everything, no, I'm not sleeping, no, no, I don't really have that nature, it's ...",The collective collective collective discussions and all collective collective social discussions is this is this collective collective talks. And everything is from the collective collective public conversations is is this? Who is it?
seg_0761,2812-09-01 00:00:00,2816.62,3.72,"Je me sens pas comme un logement d'or ou... Non, non, je n'ai vraiment pas cette nature-là, quoi.",ougement dor ou non onge vraimons pas cete nature à lincrose,"or I sleep outside, or... No, no, I don't really have that nature.","No, collective discussion and everything, no, I'm not sleeping, no, no, I don't really have that nature, it's ...","I love this nature... what? Do you want me to eat? No, no, I don’t really do not have that kind of nature. What?"
seg_0762,2818.86,2823.46,2026-06-04 00:00:00,Et une dernière question sur les animaux dans Paris.,et dernière question sur les animaux dapa,And my last question about animals in Paris...,"And my last question, about animals in Paris ...",And my last question about animals in Paris.
seg_0763,2824.98,2826.26,1.28,Vous êtes une amie des animaux ?,us a une émi tesanima,You are a friend of the animals.,"Do you have a friend of animals? No, not much ...",Your friends and your animals are animals.
seg_0764,2826.26,2827-04-01 00:00:00,1.14,"Non, pas beaucoup.",non pas beaucoup,On the PCs,"No, not much ...","No, not a lot."
seg_0765,2828.18,2838-12-01 00:00:00,9.94,"Donc il y a deux ou trois espèces auxquelles on est confrontés en permanence dans Paris, le 11e, le reste, les chiens, les pigeons.",il y a deux trois espèces aucuales on na confronté en permanence pariau jiancodures les chiens hen en les pigeons,"There are two or three species that we are constantly confronted with. In Paris, we also like dogs, pigeons.","So there are two or three species that we are constantly confronted with in Paris, the 11th, like the rest, dogs ... And pigeons ...","There are two or three species that we are permanently confronted with, in Paris, the eleventh as well as in Europe, are the dogs, and the puppies?"
seg_0766,2838-08-01 00:00:00,2841-09-01 00:00:00,2026-01-03 00:00:00,Qu'est-ce que vous en pensez ?,on pui-cequi vous nous a porter,What are we going to do?,What do you think about it?,What are you thinking?
seg_0767,2843.42,2846-04-01 00:00:00,2.62,La cohabitation se passe bien ?,la long amenue asure ce pase vien,Cohabitation is going well...,"Cohabitation is going well? Yes, it's going well, but then there is surely my dog hole ...",How well do you think?
seg_0768,2846-04-01 00:00:00,2846.96,0.92,"Oui, se passe bien.",i pas e mien,,"Yes, it's going well, but then there is surely my dog hole ...",well well well!. very well!!!. live very well..
seg_0769,2847.52,2849-02-01 00:00:00,1.68,"Après, voilà, il y a sûrement un trou de chiens.",voilà le viace sormont trou tesche,,"Yes, it's going well, but then there is surely my dog hole ... I'm not bothered by dogs, even if I don't like animals very much, especially ...","Well, there’s my dog’s heart!"
seg_0770,2849.24,2853-02-01 00:00:00,3.96,"Moi, ce n'est pas les chiens qui me dérangent, même si je n'aime pas beaucoup les animaux spécialement.",moi cest par les chiens qui me dérangent même si jaime pas beaucoup des animaux spécialement,"I don't like dogs, even if I don't like animals.","I'm not bothered by dogs, even if I don't like animals very much, especially ...","My friends me, myself, who me, even even even if I donmememeespecialspecifics, even though even if me me me even although I don not very much, especially especially, even if myself, even precises me even even when I don’me me even as well me do not very special animals, even my me — I myself, myself myself, my me Me, me messing myself, Even even if almemespecialspecials species, even Although I don don not really bad a very many animals, especiallyespecialespecialespecial Especial Especial Special Myself, me personally, me, me Me Me, myself — My me, Me, Me Me MeMe, Me messing Me, even “especialespecial Specific Specific Specific My Special My Special Special My My Special Well, especially special My Special Precis My Special All Me, My Me Me — Me Mehon, me — Me me, mine, Messing Me Messing, even while even even Although me me don donespecialespecial special Special My special Special Me Special My Very Special My Especial Especial Especial My Special Me Especial Especial Me Me Special Special Special Me Me special My My My special My special special Special Special Animals Animals, especially My Me, I myself myself myself — Me myself, me myself, Me myself myself; Me Me me me, My My Me Mi Me Me Personal Me Me Mes Me MeMes Me Me mes Me Me colo Me Me even even, even me me know me me way way way, and me me special special special Me Special Me My Special Especial Special Special All My My Specific Specific Me Me My special Especial Especialespecial Especial My My Especial My Specific My special animals animals,especialespecial Me Me especially especially My My myself, My myself myself Me Meespecial Me, my Me Me myself — me Me me myself myself My My, Me My Me me Me My myself Me My, even myself myself even even where me meespecial special special specific Specific Specific Special My speci My Special special special animals Animals animals, me especially especially especially special specialespecialespecial My special especially My Special animals, special special Especial My specialespecial My My especially My special animal animals, My especially especially myself, especially myself myself me, especially Me Me I myself My myself My Me My My God Me Me mean Me Me alone, me My My me Me myself Me, also Me Meme Me Me Mine, eveneven even even my myself myself especially especiallyespecial myself myself special special myself myselfespecialespecial especially special Special special Specialespecial My Me special special"
seg_0771,2853.48,2856-12-01 00:00:00,2.64,"C'est leurs dégâts, les dégâts qu'ils font dans Paris.",leur dégât les dégâts qui fondens paris,and the damage they do in Paris.,"I'm not bothered by dogs, even if I don't like animals very much, especially ... Their damage, the damage they do in Paris, and that's it ...","Well, the gals and the guys who are founding in Paris in Paris."
seg_0772,2857.74,2857-09-01 00:00:00,0.16,Mais bon...,,,"Their damage, the damage they do in Paris, and that's it ... But hey ...",
seg_0773,2858.64,2862.32,3.68,"Et vous, ça va à peu près ?",e ce sait pas,,"But hey ... And you, it's going pretty well? Yes, it's going pretty well, yes, yes, yes ...","Well, it would be less."
seg_0774,2862.32,2863.94,1.62,"Oui, ça va à peu près, oui.",oui cen va à tout prês oui oui,"Yes, it's going pretty well.","Yes, it's going pretty well, yes, yes, yes ...","Yes, it’s a bit close yes Yes Yes YesYes Yes Yes Absolut Yes Yes Good Yes Yes Both Yes Yes Very Yes Yes Inde Yes Yes Alm Yes Yes Yeah Yes Yes True Yes Yes Exact Yes Yes No Yes Yes All Yes Yes You Yes Yes Read Yes Yes... Yes Yes Most Yes Yes Self Yes Yes Sur Yes Yes E Yes Yes OK Yes Yes Al Yes Yes... Yes Yes Much Yes Yes Well Yes Yes Usu Yes Yes Ye Yes Yes Total Yes Yes Su Yes Yes Pretty Yes Yes En Yes Yes Us Yes Yes Y Yes Yes Alla Yes Yes 100% Yes Yes Qui Yes Yes More Yes Yes Right Yes Yes So Yes Yes Cer Yes Yes Oy Yes Yes Me Yes Yes Soo Yes Yes Close Yes Yes Yeh Yes Yes Great Yes Yes Defini Yes Yes yes Yes Absolut Absolut Yes Both Both Both Yes Good Good Yes Good Absolut Yes Absolut Good Yes Both Good Yes Absolut Both Yes Both Absolut Yes Good Both Yes Absolut yes Yes Both Very Yes Absolut Very Yes Both Read Yes Both Nei Yes Yesyes Yes Yes Just Yes Yes Individual Yes Yes “ Yes Yes Some Yes Yes Like Yes Yes Yay Yes Yes Ent Yes Yes Yes Yes Precis Yes Yes Always Yes Yes For Yes Yes A Yes Yes Ex Yes Yes Ok Yes Yeswid Yes Yes 38 Yes Yes Si Yes Yes definitiv Yes Yes Big Yes Yes Bet Yes Yes See Yes Yes Che Yes Yes Oui Yes Yessir Yes Yes Sam Yes Yes USA Yes Yes Personal Yes Yes Abba Yes Yes Be Yes Yes That Yes Yes Awesome Yes Yes It Yes Yes Ad Yes Yes Simple Yes Yes Any Yes Yes Who Yes Yes Real Yes Yes Exc Yes Yes As Yes Yes Ou Yes Yes Friend Yes Yes Isa Yes Yes AB Yes Yes Sa Yes Yes totally Yes Yes Oh Yes Yes Answer Yes Yes Show Yes Yes We Yes Yes – Yes Yes Person Yes Yes entirely Yes Yes EX Yes Yes US Yes Yes DA Yes Yes Evident Yes Yes Road Yes Yessolut Yes Yes U Yes Yes O Yes Yes Thank Yes Yes Adi Yes Yes BE Yes Yes Yes Yes Lo Yes Yes Only Yes Yes Gu Yes YesUA Yes Yes Uri Yes Yes Two Yes Yes Co Yes Yes Bi Yes Yes Se Yes Yes By Yes Yes Ta Yes Yes definit Yes Yes Finally Yes Yes Wow Yes Yes Sorry Yes Yesbes Yes Yes Perfect Yes Yes God Yes Yes Excellent Yes YesGood Yes Yes Ya Yes Yes 0 Yes Yes Na Yes Yesmuz Yes Yes Fat Yes Yes Ja Yes Yes true Yes Yes + Yes YesEx Yes Yes Over Yes Yes BO Yes Yes EN Yes Yes Said Yes YesYE Yes Yes Ident Yes Yes Jehovah Yes Yes self Yes Yes sure Yes Yes UI Yes Yes Free"
seg_0775,2864.34,2867.94,2026-06-03 00:00:00,"Oui, ça ne serait pas un combat ou quelque chose qui me met dans un état.",oui ce sera pas un combat ou quelque chose qui me met dans un état,It wouldn't be a fight or something that puts me in a state.,"Yes, it's going pretty well, yes, yes, yes ... Yes, it would not be a fight or something that puts me in a state ...","Yes, it would not be a fight or something that puts me in a State."
seg_0776,2868.24,2871.64,2026-04-03 00:00:00,Vous n'êtes pas sans arrêt née à nuit avec des rottweilers ?,monlion e d ifropi,,"Yes, it would not be a fight or something that puts me in a state ... Maybe not without a stop, born at night, with the Rottweilers ...","Don’t get angry, don’t be angry."
seg_0777,2871.64,2874-01-01 00:00:00,2.46,"Non, non, non. Dans Paris, jamais.",non on non dondre non non dans paris jamais,"No, no, no, in Paris, never.","No, no, no, no, no, no, no, no, no, no, in Paris, never ...","No, no, give it to me, no — Paris, Paris, in Paris Paris, never ever ever. No, don — no, go — no — non — to Paris, into Paris, anyway, never to Paris... in Paris, yes, never in Paris; never ever to Paris."
seg_0778,2877-02-01 00:00:00,2879.64,2.44,Et les pigeons ?,et les pidgeaux,and the pigeons,And pigeons?,The little ones.
seg_0779,2880.82,2881.64,0.82,"Non, je trouve que...",lon je tro,See you then.,"No, I think ...","No, I find it."
seg_0781,2882.52,2883-06-01 00:00:00,0.54,"Oui, ça va.",ui ça va,"That's it, let's go?",Yes it's okay ...,"Yes, yes, yes yes, it’s true. Yes, it is true."
seg_0782,2883-01-01 00:00:00,2886.92,3.82,"Il y a un nombre de tolérants, des agréables qui font...",unombretolerue chouinz agréable point,,"There are many tolerances ... Yes, I find ...","Yes, I find it."
seg_0783,2886.92,2888-05-01 00:00:00,1.58,"Oui, oui, oui.",onveoa,"All right, all right ... </ See the new epicengineer face ! Here we will start ! </","Yes, I find ... No, it's okay, I think ...",Where are you?
seg_0784,2888-05-01 00:00:00,2889.56,2026-06-01 00:00:00,"Non, ça va, je trouve.",on sauvase,"No, it's fine.","No, it's okay, I think ...","No, no, it’s twenty one, I think."
seg_0785,2890.84,2893-06-01 00:00:00,2.22,"Ça va bien pour vous, si vous avez des gâts ?",tu mange,,"No, I'm not ... No ...",Are you not? No.
seg_0786,2893-06-01 00:00:00,2893.54,0.48,Non.,tint,No?,No ...,Long.
seg_0787,2896.72,2899.44,2.72,Ça me revient...,s revient le,,And it comes back to me ...,"If it comes back, the..."
seg_0788,2900.32,2905-02-01 00:00:00,2026-07-04 00:00:00,"Le nettoyage des rues dans Paris, ça va, dans votre oisine ?",detoyage des rues den bron ça pas pour votre onzième,"cleaning the streets in Paris, is that okay?","And it comes back to me ... The cleaning of the streets in Paris, is it okay in your 11th? Yes, I find ...","Toil on the streets, in your old age."
seg_0789,2905-02-01 00:00:00,2905.92,0.9,"Oui, je trouve.",oui je tro,"Yes, I think so.","Yes, I find ...",Where are you going?
seg_0790,2905.98,2908.22,2.24,"C'est suffisamment, vous n'êtes pas hystérique ?",ce suficement vous net pas et ysterile,,"Yes, I find ... Is it enough, you are not hysterical about the Rottweilers?",enough is enough to be a stylistic piece.
seg_0791,2908.22,2910.22,2.0,"Non, non, non.",nontit non non,"No, no, no.","Is it enough, you are not hysterical about the Rottweilers? No, no, no ...",No... no... no... no... nothing... no.
seg_0792,2911.22,2912.14,0.92,Est-ce que ça suffit ?,que ça sufit,That's enough.,"Is that enough? Yes, I think it's okay, yes ...",That’s enough.
seg_0793,2912.14,2913.54,2026-04-01 00:00:00,"Oui, je trouve que ça va, oui.",oui je trouve que ça mae,"Yes, I think it's fine.","Yes, I think it's okay, yes ...","Yes, I think it’s good or good?"
seg_0794,2914-04-01 00:00:00,2914.54,0.5,D'accord.,,Thank you.,Okay ...,I’m sick.
seg_0795,2915.62,2921.92,2026-03-06 00:00:00,"Eh bien, écoutez, je crois que j'ai fait le tour de mes questions, mais peut-être pas des vôtres.",ien n tes je foipier er le tour de magestion mais peut-être pas des vôtres,"Well, I think I've done the tour of my questions, but maybe not yours.","Well, listen, I think I've done the whole of my questions, but maybe not yours,","Well, listen, I think I’ve gone over my questions, but... maybe not others."
seg_0796,2921.92,2926.82,2026-09-04 00:00:00,Vous vous attendiez peut-être à d'autres thèmes ?,vous atendiez peut-être à dautres vetraité eux,Do you expect other themes?,"you were waiting for other topics ... No, we talked about a lot of things, no, a little different ...","No, maybe you are waiting for others in this term."
seg_0797,2926.82,2930.36,3.54,"Non, on a parlé beaucoup de choses un peu différentes.",ce qu'on a parlé beaucoup de chosesun peu diférente,We talked about a lot of different things.,"No, we talked about a lot of things, no, a little different ...","It seems that we talked about a lot of things, not a little bit different things."
seg_0798,2932.78,2934-09-01 00:00:00,2026-12-02 00:00:00,"Non, j'étais étonnée qu'on ait parlé de l'école comme ça.",je tais étoné quon ai parlée glécole come ça,I was surprised that we talked about school like that.,"No, I was surprised that we talked about school like that, I said to myself,",I was surprised that we talked about the school education to us like this way? — I was amazed. Was we were surprised to talk about school education? like how? How was we spoken? like that way? That was so surprised.
